model,tolerance,point_id,time,rewards,result
FIL8,0.01,12,1.51385669E8,7.59371524419915;0.983216873475275;0.999186684971392;0.989796909617612;0.934903448785389;0.930195828430573;0.829331773760409;0.990976851537587;0.936106873620896,14.155702732628711
FIL8,0.01,13,1.67227495E8,7.80456153660608;0.970251650236468;0.993255849014628;0.989630988169624;0.986204482574915;0.983789898859644;0.9596793552828;0.955108687378505;0.96664062508947,5.311246822431585
FIL8,0.01,14,1.55224526E8,5.99247987649656;0.932706198550312;0.929589348526561;0.805442809575413;0.944517483712943;0.489170137432518;0.668480310326498;0.744402315531714;0.478171272840587,4.297774895826001
FIL8,0.01,15,1.47622474E8,7.8867082099309;0.989810601981544;0.999798763310546;1.01084323424607;0.976820296669264;0.98163691950602;0.934210280165307;0.997212860766948;0.996375253285212,16.649819418294648
FIL8,0.01,16,1.68731067E8,7.8898583552399;0.986188083831585;1.01070720155305;0.982597547137538;0.953276995469041;0.982613944135865;0.959646550608873;1.0019889234221;1.0128391090818,16.69327925982211
FIL8,0.01,17,1.63426754E8,7.67122723619484;0.988116174532342;0.969776561016888;0.993507107574154;0.990069469007112;0.982441427771018;0.938046294794826;0.864435514865345;0.944834686633189,14.894531282013116
FIL8,0.01,18,1.4680612E8,7.89590392386258;0.983904277492592;1.00645812780121;0.991117783044092;0.988382804349977;0.99080825141523;0.951479699332774;0.986589771544174;0.997163208882557,16.74127027142507
FIL8,0.01,19,1.69691349E8,6.77438981002516;0.987960760816358;0.833626596066017;1.00699071487823;0.974765701658305;0.958971268516535;0.884350407333564;0.383404789924015;0.744319570832118,8.896894175961691
FIL8,0.01,20,1.62785617E8,7.7439843037141;0.984846450032915;0.995934497747175;0.977568972488242;0.986134724032468;0.96251090519488;0.887472334898892;0.978369130612842;0.971147288706682,15.4220490663356
FIL8,0.01,21,1.4859186E8,7.79870188003176;0.982397390443032;1.00886606781972;0.989970448189894;0.987712332257779;0.966312506157823;0.895888036241626;0.99757552542528;0.969979573496608,15.86785632878578
FIL8,0.01,22,1.70883171E8,7.90336328136398;0.990204008462491;1.00003759544764;0.994701920806677;0.98478757072565;0.985096274825486;0.963300523145157;0.990629991379065;0.994605396571756,16.804477961139376
FIL8,0.01,23,1.62109778E8,7.64803700396923;0.955823374556427;0.992235773091138;0.966370462343693;0.873714724196244;0.968755771516245;0.929723622749237;0.98384059981013;0.977572675706072,14.696692046088765
FIL8,0.01,24,1.4828978E8,7.81583088499686;0.980258647913363;0.999467456383391;0.979610972810183;0.985035341109009;0.939666226988561;0.944882200376171;0.989370171719463;0.99753986769673,16.04418210055306
FIL8,0.01,25,1.59349534E8,4.6768799555964;0.707203282544338;0.507806888348126;0.449360687244554;0.798789431447542;0.397379812899591;0.467176384233019;0.609529432870319;0.739634036008913,0.9232783492687614
FIL8,0.01,26,1.62931822E8,7.49955552455042;0.988510387925172;1.00343111569864;1.00244842157328;0.98622345020454;0.884248300997381;0.727601539900953;0.988743138380931;0.918349169869549,13.36616886980333
FIL8,0.01,27,1.49290454E8,7.57241486300467;0.975510671088636;1.00561253487117;0.946933712118334;0.982876676061996;0.819441486416399;0.891271939114421;0.963358998163552;0.987408845170152,13.999853265725726
FIL8,0.01,28,1.73967113E8,7.64197690337412;0.988897177761568;1.00268561603129;0.991905200120766;0.976948888084764;0.937978561567768;0.807216179491158;0.984147742977298;0.952197537339561,14.536625370131695
FIL8,0.01,29,1.64322184E8,7.81670483432754;0.988482955151215;0.999379319470343;0.949378177426643;0.959281256725577;0.974088685270914;0.960551824674507;0.99051862509893;0.995023990509367,16.079720542890765
FIL8,0.01,30,1.37877422E8,4.53284026162093;0.829641024977572;0.830828511853004;0.465901794442822;0.464885265874819;0.442881982346555;0.405698491927746;0.434562292034083;0.658440898164327,0.4679400152742484
FIL8,0.01,31,1.68758373E8,6.72333506805927;0.933413855406788;1.01248083345769;0.801313541437359;0.975274029637934;0.364142384831567;0.673708079540966;0.994696913164085;0.968305430582859,8.142140485881107
FIL8,0.01,32,1.71196627E8,6.38932362203559;0.980675751513097;1.02904037864056;0.99153636268431;0.98895622551364;1.00426596028346;0.453339683995844;0.700771623745873;0.240737635658783,6.083724079940383
FIL8,0.01,33,1.47289675E8,6.20666869472093;0.577777170135881;0.877147605620302;0.819383358983348;0.809583274089012;0.461807572685794;0.752670233176503;0.949639619267413;0.95865986076268,5.5231398700065775
FIL8,0.01,34,1.71980555E8,7.68670386974634;0.946319551665818;1.00012408780247;0.963949960228071;0.868546710197333;0.98761741156713;0.941987143229521;0.985054784744838;0.993104220311146,15.017041963277943
FIL8,0.01,35,1.62250294E8,7.7932831948278;0.989629950918389;0.999644414599861;0.978282689987822;0.974258284217102;0.959747858693905;0.917712311222504;0.988627486698819;0.985380198489429,15.84381677214534
FIL8,0.01,36,1.45335545E8,7.04335199847624;0.971374272250169;0.999447415445403;1.00118230393029;0.990451293105934;0.815819526051455;0.414643043123785;1.02209036406998;0.828343780499264,10.070844862968134
FIL8,0.01,37,1.7607086E8,7.33063648141395;0.986562312577027;1.0372944324954;0.862991536292052;0.988065202223273;0.560025086794288;0.788575315610057;1.09697902395189;1.01014357146992,12.826999353535589
FIL8,0.01,38,1.6802849E8,7.80280152499794;0.986663218863351;1.00016392139168;0.991965807353685;0.974922917511675;0.976112130145357;0.911947646393499;0.973728438631353;0.987297444707343,15.899174337743412
FIL8,0.01,39,1.47009782E8,7.86753451156597;0.990400515774797;0.999179088072556;0.973530876802164;0.98605639588627;0.984802112730901;0.962637913826021;0.982735308809127;0.988192299664183,16.5001025343568
FIL8,0.01,40,1.70468451E8,7.86394037269569;0.988305079109885;0.999539741474632;0.991180864645733;0.987914425583046;0.977085449635441;0.948536839953487;0.986801601678638;0.984576370614814,16.456170380810818
FIL8,0.01,41,1.5203477E8,4.03805806839263;0.527011050668419;0.591808434359427;0.470028701677916;0.435296925790879;0.473971297328226;0.467339627763646;0.464868151794108;0.60773387901001,0.35887316424543125
FIL8,0.01,42,1.40064796E8,6.03939491042698;0.847875599615524;0.868057050853279;0.785787727401851;0.562629562323106;0.84045719913956;0.711461095226079;0.632746575326153;0.79038010054144,4.709913403769183
FIL8,0.01,43,1.71072041E8,7.91415877442616;0.989987771460412;1.0046032034191;0.994312929286925;0.989369723776437;0.992799318568655;0.963036563470954;0.982213422042479;0.997835842401215,16.906011690405748
FIL8,0.01,44,1.59909889E8,7.93121774675586;0.990675841174111;1.00395477430971;0.990367151381378;0.990070764121141;0.936880411567307;0.950773989932026;1.02244878579246;1.04604602847768,3.166852968340373
FIL8,0.01,45,1.53773292E8,7.57861531260723;0.980595965568481;0.999396651073679;0.991207833791377;0.986750329718636;0.919649103239202;0.788883899657457;0.989547463247954;0.922584066310448,14.009898609520054
FIL8,0.01,46,1.70466744E8,7.79841932481327;0.989369589277466;0.998816140236274;0.982762798300347;0.98925672154066;0.962648992368185;0.904593046699239;0.984805257217424;0.986166779173677,15.882288513261768
FIL8,0.01,47,1.63386363E8,7.83476008450185;0.98580272355525;0.999763940304992;0.982175573663194;0.963555626546529;0.978376045564375;0.955283071977475;0.982058095442508;0.98774500744752,16.23386339314274
FIL8,0.01,48,1.49087361E8,7.66834338523177;0.909881639091396;0.995984843634737;0.993010305528549;0.976444121264495;0.95291548041298;0.878505768903646;0.989435500582993;0.972165725812991,14.811682558999454
FIL8,0.01,49,1.70933801E8,7.85688953920608;0.986670610419066;0.999345381998386;0.984607333738806;0.984584428953639;0.963454578089483;0.955636382660846;0.988710331546262;0.993880491799578,16.403630905790806
FIL8,1.0E-4,0,1.78093258E8,7.49146073467128;0.774935728228102;0.994386613309279;0.984760671190491;0.937285913284774;0.91974920970575;0.929061857004167;0.962813726823915;0.988467015124792,13.487580418941779
FIL8,1.0E-4,1,1.62007378E8,7.81412434206952;0.989395025809637;0.999490977607132;0.989807770117187;0.983856850904475;0.972774623018864;0.959539108196857;0.9405101426637;0.978749843751679,16.02684116225786
FIL8,1.0E-4,2,1.75750576E8,7.84185477454483;0.9833052584027;0.99981921409011;0.991822386267027;0.947208529337995;0.982398196469323;0.956418344652727;0.9871743240735;0.993708521251458,16.28553644186511
FIL8,1.0E-4,3,1.84523969E8,7.66640491174488;0.987725413243286;0.999689896443066;0.96738326225105;0.990090734226341;0.836513198143316;0.906232116352378;0.986287109217706;0.992483181867757,14.760968391445514
FIL8,1.0E-4,4,1.57783953E8,7.66268402082166;0.946911994827605;0.999696784022601;0.990060929746407;0.963531944843245;0.960495322447442;0.84532208520673;0.980737374703402;0.975927585024195,14.618457677351413
FIL8,1.0E-4,5,1.65983906E8,7.84514824296714;0.988178593387292;0.999756528809228;0.99205531476404;0.981314151134488;0.962690339754577;0.952673453321562;0.990016243713908;0.978463618082035,16.29502049791858
FIL8,1.0E-4,6,1.636179E8,7.88423462987476;0.988444658442083;0.999454894315492;0.980501067896681;0.988966972112296;0.987360050431108;0.960773908540302;0.985353487061126;0.993379591075633,16.6509243254108
FIL8,1.0E-4,7,1.73164412E8,7.49665634892261;0.958667682357445;0.999258318894079;0.92222629293993;0.965689180607719;0.966219427341043;0.90491677364601;0.960914836262609;0.818763836873782,13.433785353101365
FIL8,1.0E-4,8,1.8433396E8,7.76469711014913;0.986404671007754;0.999253135276616;0.988723903501524;0.984216286837947;0.972646434758002;0.85968397234149;0.99034719092618;0.983421515499613,15.585151284999354
FIL8,1.0E-4,9,1.58466619E8,7.79436477808507;0.980051621343017;0.999284558227047;0.993277491385583;0.980545247365978;0.981264609608987;0.959403466453293;0.930969514852744;0.969568268848434,15.885414633979703
FIL8,1.0E-4,10,1.77982325E8,7.83996192549374;0.987339285592177;0.999563705325141;0.992174268385438;0.989215325002151;0.965194500666648;0.963885757665708;0.955918085707688;0.986670997148793,16.26450328710792
FIL8,1.0E-4,11,1.714714E8,7.82513274553644;0.988293602041185;0.999692762692871;0.969346359442293;0.98615840069936;0.956324962022654;0.959249881687937;0.989800961743559;0.97626581520657,16.13127734695088
FIL8,1.0E-4,12,1.81956577E8,7.60703107645677;0.979421018385929;0.999775965117949;0.98211763764504;0.92730175522336;0.9460413590389;0.836398574852967;0.987381166708984;0.948593599483662,14.27266288693809
FIL8,1.0E-4,13,1.62688906E8,7.84861213986976;0.969528130806534;0.999752294644621;0.991547657113506;0.985647855381906;0.985627946834786;0.955113818711784;0.974597765009032;0.986796671367627,16.343854219919105
FIL8,1.0E-4,14,1.78901648E8,7.62240464889726;0.981228874270553;0.999709921959339;0.980684215967111;0.985883079041346;0.880835160793145;0.926658698763468;0.975237746957649;0.892166951144682,14.40500210010817
FIL8,1.0E-4,15,1.79825522E8,7.77910715024064;0.989790781221884;0.999825487598562;0.990785923015463;0.976709242621584;0.947274844089115;0.906836757701666;0.990153837750667;0.977730276241719,15.711480088494135
FIL8,1.0E-4,16,1.6207849E8,7.82869690369481;0.989012164977021;0.999734036821789;0.991451301146538;0.960255318100117;0.977049114642693;0.951153452975901;0.96911594201718;0.990925573013584,16.167666017188957
FIL8,1.0E-4,17,1.74521778E8,7.82717984463405;0.988083864360265;1.00084675492393;0.993430285534762;0.990189448131188;0.98295098346283;0.938045507268316;0.944725534833736;0.988907466119072,16.140892747839647
FIL8,1.0E-4,18,1.77316726E8,7.86324075512706;0.990008729521502;0.998197740924168;0.991160584955745;0.988554519393152;0.98530466024722;0.929687592136589;0.988405027574175;0.991921900374508,16.452438912135417
FIL8,1.0E-4,19,1.81114053E8,6.52981342373269;0.988374244289577;0.895650096332685;0.992174788672042;0.97442557543884;0.955853887184579;0.865957043566914;0.337338015786142;0.520039772461914,7.4912133909062355
FIL8,1.0E-4,20,1.7248971E8,7.82787417722099;0.984999997491916;0.999662993593701;0.986005001910361;0.988403460657943;0.98248216164281;0.910737655190689;0.986707272250354;0.988875634483221,16.14064343245717
FIL8,1.0E-4,21,1.91450181E8,7.80007568186999;0.982382048784532;0.999794058535005;0.990633497132555;0.987898126819909;0.982039118778535;0.901773913065741;0.968169047508831;0.987385871244895,15.903196217486718
FIL8,1.0E-4,22,1.64964458E8,7.88369486752111;0.99021095968555;0.999800721785569;0.992433703301805;0.984896170268316;0.980524061969724;0.953650016548687;0.990075988079398;0.992103245882044,16.62614021308756
FIL8,1.0E-4,23,1.65193721E8,7.75213372767278;0.977057972886057;0.999365676105361;0.988157678900428;0.897634046155745;0.980310907720971;0.932384208293576;0.990075308816099;0.98714792879458,15.516482447431171
FIL8,1.0E-4,24,1.7177348E8,7.82012745570302;0.980213643651991;0.999764323723408;0.986319814279209;0.985362762547072;0.930045173663382;0.954951323351087;0.99003535318205;0.993435061304824,16.071296293305846
FIL8,1.0E-4,25,1.87013991E8,7.18787497892662;0.977076340163826;0.99872584479555;0.842770622489656;0.983142282957838;0.646019216273687;0.763379416617901;0.987183529845007;0.989577725783113,11.10503381972324
FIL8,1.0E-4,26,1.70294372E8,7.68117936171134;0.989563428434253;0.999733307341811;0.990025958833168;0.981420269180602;0.946941844465324;0.82151812741298;0.978239566060621;0.973736859982616,14.872044940980922
FIL8,1.0E-4,27,1.81639137E8,7.61290656997229;0.973590028403843;0.99963722416054;0.955404687626171;0.957657992753628;0.863156600980785;0.938619175994745;0.935048181950984;0.989792678101599,14.363545613911631
FIL8,1.0E-4,28,1.85146901E8,7.67792072523357;0.988832503367256;0.999453476301237;0.99193465451964;0.976950658708989;0.96278181699556;0.807750634437114;0.978018015545503;0.972198965358229,14.844609890000266
FIL8,1.0E-4,29,1.60777442E8,7.82791514519568;0.988515715214631;0.999378768800893;0.949932053743245;0.968931507837264;0.978989756440505;0.957976577332622;0.990499588627268;0.993691177199263,16.181584433996456
FIL8,1.0E-4,30,2.03457133E8,7.23350512504143;0.976146852214094;0.999555771977308;0.949499307412705;0.888064241783683;0.861464278081123;0.71027629465648;0.918165680915932;0.930332698000082,11.385984728607113
FIL8,1.0E-4,31,2.04582393E8,6.0625544982985;0.905236989797607;0.99961619918631;0.567456598004174;0.968350256729175;0.28099562762377;0.377508702626715;0.981127243687213;0.982262880643517,4.758420455555829
FIL8,1.0E-4,32,1.93309877E8,5.6147239081029;0.98064735584588;0.999628326602199;0.992414719322549;0.988967456952241;0.970487478563371;0.208217517665654;0.324622733719669;0.149738319431368,3.4752836908995697
FIL8,1.0E-4,33,1.90690716E8,7.38692769262987;0.832203756842821;0.999272860314414;0.954753190888021;0.944416750380001;0.781319513492885;0.894734659568269;0.986619740012681;0.993607221130811,12.507815679306248
FIL8,1.0E-4,34,1.72834456E8,7.70949372211026;0.964549271217362;0.998077545333144;0.97520271077391;0.872341763840524;0.985463253429868;0.938444620366221;0.986585417575414;0.988829139573833,15.19511170286847
FIL8,1.0E-4,35,1.81155582E8,7.81520811536802;0.989647204874458;0.999693897940382;0.972045696785147;0.975024784444787;0.973766767984927;0.924660280885694;0.988737920287159;0.991631562165446,16.040585329446838
FIL8,1.0E-4,36,1.79798215E8,7.0404102326975;0.981715479123226;0.998221641835104;0.990960303173261;0.989625167967561;0.767322071422628;0.51316294987914;0.98063561669882;0.818767002597724,10.109476306908084
FIL8,1.0E-4,37,1.88555679E8,7.38764536764408;0.986518041478236;0.999767649753434;0.931648491986109;0.988053213418617;0.751278722898644;0.799545196107636;0.961995752613108;0.968838299388326,12.669807649156978
FIL8,1.0E-4,38,1.74353388E8,7.794218692656;0.98643076304154;0.999798131194337;0.990476521676178;0.974206204373778;0.975087729445186;0.909430351037326;0.972719996143935;0.986068995743686,15.854123075275556
FIL8,1.0E-4,39,1.57711704E8,7.87896302132433;0.990405408051257;0.999761602380414;0.975900806139867;0.987803875462001;0.986492568501778;0.964752062472797;0.984802742851067;0.98904395546516,16.605339484721732
FIL8,1.0E-4,40,1.67848721E8,7.89482326944081;0.988304652222378;0.999825290022002;0.990754010687871;0.98779463861015;0.986031958033377;0.962204717466749;0.987511934962256;0.992396067436032,16.738449109269
FIL8,1.0E-4,41,1.74467734E8,7.80621427600868;0.972300105754424;0.999695752322982;0.98266639417231;0.932503576781291;0.978053289309561;0.965091696466654;0.983404023470371;0.992499437731058,15.993571195925101
FIL8,1.0E-4,42,1.64239695E8,7.7576356443454;0.977455525807902;0.999693264128311;0.985461052297161;0.894350898831185;0.987588089389255;0.95485947333758;0.968750045443758;0.989477295110245,15.590154337813402
FIL8,1.0E-4,43,1.70211883E8,7.8729465860705;0.989960555105198;0.999540263200156;0.993766828976473;0.98940177032666;0.987826231783066;0.95706084728792;0.965081219523656;0.99030886986738,16.551248061750986
FIL8,1.0E-4,44,1.86008766E8,7.7995479491058;0.989010467825293;0.999590358454656;0.982641341222443;0.979156130926527;0.941224711764141;0.945063411537736;0.987710151477539;0.975151375897493,15.899892524753701
FIL8,1.0E-4,45,1.86924676E8,7.62571797596999;0.980596808992499;0.999200145533021;0.991222579195122;0.986736709582692;0.946001659188986;0.788531708471613;0.987019641060263;0.946408723945752,14.406519167163488
FIL8,1.0E-4,46,1.61596641E8,7.80682261497273;0.989404346128208;0.999671903747125;0.984568276283929;0.989810672048028;0.967714658713965;0.900336658666583;0.986771369631754;0.988544729753133,15.949256252334667
FIL8,1.0E-4,47,1.81249449E8,7.8405020424575;0.985927851872358;0.999829022072489;0.981745510906244;0.964708919471792;0.980551485338601;0.956527941323107;0.982187520151022;0.989023791321888,16.27245501231168
FIL8,1.0E-4,48,1.77051623E8,7.74978825721058;0.91362866672344;0.999706945570178;0.992977900472734;0.982588962234096;0.974996031343432;0.906926641703175;0.98952993648093;0.989433172682537,15.502272001233917
FIL8,1.0E-4,49,1.57013679E8,7.86041552371882;0.986674178018692;0.999784676887384;0.985735902557624;0.984445558944016;0.963094924666524;0.95839627140934;0.989859519182155;0.992424492053098,16.43370562040593
FIL8,1.0E-6,0,2.1031963E8,7.49983482488358;0.775182630957703;0.998634516872636;0.984446801317425;0.940108544594653;0.920532012094622;0.927994923190068;0.96378771524094;0.989147680615516,13.556027853236658
FIL8,1.0E-6,1,1.87990203E8,7.81454860581103;0.989395281495075;0.999620981738255;0.989807938272293;0.983856768302906;0.972775068081241;0.95954430462376;0.940260520106865;0.979287743190677,16.050971369623632
FIL8,1.0E-6,2,1.65218751E8,7.84155614079364;0.983310084541536;0.999818444115916;0.991810936282126;0.947077043236654;0.982396548714766;0.956274973699643;0.987173506024158;0.993694604178861,16.282936197520993
FIL8,1.0E-6,3,2.018267E8,7.67487159397745;0.987725496918306;0.999689677172018;0.971096978397513;0.990097303841683;0.836392708833976;0.911060750269609;0.986288314728012;0.992520363816365,14.830625849591579
FIL8,1.0E-6,4,1.76420727E8,7.66513536913268;0.946908904909377;0.999694197822481;0.990061476272046;0.963527682644958;0.961843385801826;0.845211440316764;0.980737974482923;0.977150306882262,14.765235326521267
FIL8,1.0E-6,5,1.69658923E8,7.84526416978335;0.988175370328727;0.999731462447362;0.992156529902417;0.981317101456882;0.96278523191345;0.953215121711273;0.989866563411083;0.978016788612145,16.296215642918536
FIL8,1.0E-6,6,1.72313355E8,7.88430731175996;0.988445244457009;0.999474632842594;0.980501660992843;0.988965690926595;0.98736298804671;0.96078386571923;0.985390017896119;0.993383210878827,16.65152052647633
FIL8,1.0E-6,7,2.16467034E8,7.50027950002058;0.95866634940639;0.999260150342348;0.92220836695743;0.965724289985613;0.966224196942219;0.906626080171867;0.963019149046762;0.818550917167889,13.473515656222492
FIL8,1.0E-6,8,1.75045725E8,7.76472067925922;0.986404955419767;0.999253030216739;0.988722236170991;0.984215175218656;0.972654590392808;0.859686150123676;0.990347620931684;0.983436920784896,15.585027208793973
FIL8,1.0E-6,9,1.95258887E8,7.79479254075322;0.980026369841382;0.999536892485979;0.993252708185905;0.980511853690011;0.98122708098509;0.959456020153202;0.929558068568701;0.971223546842901,15.889807959913748
FIL8,1.0E-6,10,1.86111735E8,7.84007016842386;0.987339582025503;0.999673685120768;0.992141385611739;0.989202607982543;0.965295495272523;0.963761497654573;0.955111149569963;0.987544765186314,16.265806420793567
FIL8,1.0E-6,11,1.73237798E8,7.82533089360837;0.988293768809024;0.999695264972499;0.969457231993524;0.986275355182728;0.956413803783166;0.959317280611631;0.98975454265941;0.976123645596342,16.132278818601762
FIL8,1.0E-6,12,1.95761215E8,7.60889299271928;0.979431332249107;0.999772426615313;0.982155178410226;0.927310063013756;0.947106088617209;0.835896339516438;0.987431075273644;0.949790489023566,14.291345582599726
FIL8,1.0E-6,13,1.68549023E8,7.84854559254968;0.969528051099912;0.999743324055447;0.991547360946473;0.985647796378109;0.985617112990463;0.955116962233558;0.974549609261422;0.986795375584309,16.343433488636197
FIL8,1.0E-6,14,1.98151113E8,7.62346385211772;0.981228912739788;0.999714941809849;0.980573145450913;0.985882865623149;0.880716062097396;0.927325173878456;0.975842660271093;0.892180090247122,14.409612929313745
FIL8,1.0E-6,15,1.85088875E8,7.7796019013365;0.989790648058138;0.999825473450302;0.990800694568735;0.976709212585879;0.947791525430034;0.906629428747504;0.990156301539542;0.977898616956384,15.71436537725722
FIL8,1.0E-6,16,1.64435393E8,7.82879531817208;0.989006721137324;0.999754532246116;0.991444118168744;0.960259982179479;0.977055969773903;0.951156725015747;0.969134709021909;0.990982560628875,16.1685933786539
FIL8,1.0E-6,17,1.83377659E8,7.82057631064705;0.988084017227903;0.999585445822134;0.993435865889412;0.990188008217473;0.982949930526207;0.938044032201757;0.941018035227785;0.987270975534396,16.09744296416865
FIL8,1.0E-6,18,1.88154612E8,7.86323359829824;0.990027924066607;0.998187612757594;0.991160538998693;0.988554587073547;0.985287279839811;0.929683953566181;0.988423724624304;0.99190797737145,16.452353088626893
FIL8,1.0E-6,19,2.33506939E8,6.57927172899471;0.988373309699783;0.943625385691392;0.992220692486738;0.97437213209653;0.955904300621004;0.865940820458222;0.337787832530112;0.521047255410961,7.717090902836557
FIL8,1.0E-6,20,1.79004617E8,7.82779257887975;0.98500000019281;0.999663217923528;0.986005523798993;0.988402884556241;0.982437466366805;0.910731121903057;0.9867080634726;0.988844300665734,16.14122675718614
FIL8,1.0E-6,21,1.76098736E8,7.80048414441907;0.982382036655806;0.999781126091594;0.990634800797265;0.987897888113672;0.98225629019753;0.901768292821824;0.968120565175015;0.987643144566311,15.908128753120952
FIL8,1.0E-6,22,1.72850954E8,7.88402678036651;0.990210980604456;0.999794160411662;0.992496710686298;0.984899826074921;0.980773096903209;0.953602190324246;0.990055784390971;0.992194030970736,16.638453174053414
FIL8,1.0E-6,23,1.69157164E8,7.7520613238757;0.977034602690673;0.999365784077938;0.988144348099968;0.897603871968702;0.980306756494609;0.932385876044803;0.990075528385471;0.987144556113542,15.525651481563155
FIL8,1.0E-6,24,1.87585724E8,7.82051833775943;0.980213608308704;0.999764401773161;0.986480633599395;0.985363508460076;0.930042433872621;0.955178650529053;0.990036052031791;0.993439049184625,16.08267443476881
FIL8,1.0E-6,25,2.16899389E8,7.2150791770425;0.977076958801071;0.998726559022449;0.856209239295443;0.983488542581768;0.645340334135869;0.777395951118824;0.98718391542609;0.989657676661001,11.300856354581596
FIL8,1.0E-6,26,2.00390257E8,7.68132591144999;0.989563428840797;0.999733357214656;0.990026456208947;0.981420273835261;0.947001166092489;0.821508409133725;0.978239732472835;0.973833087651291,14.87221721901475
FIL8,1.0E-6,27,1.85824447E8,7.61463015488992;0.973590467766857;0.999357556028879;0.957153928374566;0.957738243353623;0.862741119223323;0.940087723413457;0.934705265023715;0.989255851705515,14.375986780137515
FIL8,1.0E-6,28,1.90276565E8,7.67812559123776;0.988833265319291;0.999486918303454;0.99193468433159;0.976950669282524;0.962809396373709;0.807756415469033;0.978073449472378;0.972280792685813,14.848559246301924
FIL8,1.0E-6,29,1.84373214E8,7.8293924115392;0.988519404626993;0.999378824648268;0.949956088532889;0.969712154021943;0.979650341260105;0.957983600679003;0.990499544890173;0.99369245287983,16.18674698153347
FIL8,1.0E-6,30,2.13614629E8,7.23541291423561;0.976150588406573;0.999449753111266;0.949594130198098;0.888063447130403;0.86282080760189;0.70982123849571;0.918035576134493;0.931477373157152,11.412084462799166
FIL8,1.0E-6,31,2.44397733E8,6.03628897404518;0.905179882874598;0.999629617618744;0.540480950142318;0.96845905354608;0.280841936872349;0.37858059877552;0.981153754434497;0.981963179781033,4.733924101617874
FIL8,1.0E-6,32,2.41545896E8,5.57986253857732;0.980647489325595;0.999767211603141;0.992414984692727;0.988967465195949;0.970387078663708;0.207576200339355;0.290175187984121;0.149926920772726,3.35064451212625
FIL8,1.0E-6,33,2.11128588E8,7.39076117440105;0.832204297135763;0.99926311393681;0.956851860537026;0.944413208511231;0.781271997926944;0.896529802323017;0.986613950528654;0.993612943501606,12.647897795775776
FIL8,1.0E-6,34,1.72144395E8,7.71006845177436;0.964866479500865;0.997982911650623;0.975530420687397;0.87237725439939;0.985474500757388;0.938450627022146;0.986551770623159;0.988834487133403,15.197505936919486
FIL8,1.0E-6,35,1.84457409E8,7.81523588552285;0.989647057031055;0.999693672011958;0.97203841728027;0.97500832609142;0.973817975234112;0.924630183812104;0.988737293132557;0.9916629609294,16.040835260120577
FIL8,1.0E-6,36,2.16188848E8,7.05496297745592;0.981751473201974;0.998232752010063;0.990986187805862;0.989627493819142;0.774835467173667;0.512789824990872;0.980663967371484;0.826075811082837,10.111000202107782
FIL8,1.0E-6,37,2.18687973E8,7.41010605850792;0.986517942498802;0.999723325323363;0.942026372378878;0.988078645605484;0.746537865239761;0.816123024669253;0.96182905836272;0.969269824429665,12.7066213846879
FIL8,1.0E-6,38,1.67108029E8,7.79477506086595;0.986430851329604;0.999797386846832;0.990476323862908;0.974205277808506;0.975394586843965;0.909402136201573;0.972728450724223;0.986340047248353,15.859051438918547
FIL8,1.0E-6,39,1.8139736E8,7.87899226400706;0.990405446455177;0.999763841290003;0.975859871187263;0.987828327299616;0.98651563851269;0.964759701261589;0.984809779019343;0.989049658981401,16.60686683692231
FIL8,1.0E-6,40,1.6767009E8,7.89497267524606;0.988304642811368;0.999825111208147;0.99075476080581;0.987794703384614;0.986090165280166;0.962252954873792;0.987511787574846;0.992438549307308,16.74040984796741
FIL8,1.0E-6,41,1.80179371E8,7.80627470794861;0.972336575141711;0.999695999818395;0.982701695135534;0.932488622738116;0.978056216088056;0.965091783466421;0.983404391666692;0.99249942389367,15.993794378098542
FIL8,1.0E-6,42,1.71727969E8,7.75752962599109;0.977414930739007;0.99969358877162;0.985432473881658;0.894313510097186;0.987586799170279;0.954859094626984;0.968753002380991;0.989476226323341,15.589819850466869
FIL8,1.0E-6,43,1.79941006E8,7.8734185715866;0.989962220488867;0.999624786815097;0.993768037295939;0.989399509533852;0.987866798126657;0.957105653412125;0.965175452268734;0.9905161136453,16.554679849748116
FIL8,1.0E-6,44,1.91387603E8,7.79999549921037;0.989010621823079;0.999590867713943;0.982845760275646;0.979167529069574;0.94092719805088;0.945582692666874;0.987710328119351;0.975160501491053,15.902669048197529
FIL8,1.0E-6,45,1.83908432E8,7.62563224313525;0.980599865492162;0.999201433018763;0.991222246240437;0.986736747078574;0.9460137216839;0.788547471275989;0.986920143174899;0.94639061517051,14.406918587617763
FIL8,1.0E-6,46,1.89296371E8,7.80718926931148;0.989404319910613;0.999671892957966;0.984572674091846;0.989810748076629;0.968029333167254;0.900178346008243;0.986771502771791;0.988750452327148,15.955829484593787
FIL8,1.0E-6,47,1.68655405E8,7.84041931490977;0.985928669843097;0.999800183496706;0.981592825140068;0.964676230441398;0.980687027782478;0.956547284017169;0.982089952996321;0.989097141192526,16.271850147095044
FIL8,1.0E-6,48,1.89236069E8,7.75009698388925;0.913636628393325;0.999693027635203;0.992978962729166;0.98255432581576;0.975190883829809;0.906931146789294;0.989529991687169;0.98958201700952,15.504541481030536
FIL8,1.0E-6,49,1.79057523E8,7.86046986048681;0.986674116064829;0.999785364632391;0.985730870591399;0.984438730329239;0.963091752038932;0.9584442913748;0.989861464579649;0.992443270875559,16.434312779003353
